Date,Open,High,Low,Close,Volume,5 SMA,6 SMA,7 SMA,8 SMA,9 SMA,10 SMA,11 SMA,12 SMA,13 SMA,14 SMA,15 SMA,16 SMA,17 SMA,18 SMA,19 SMA,20 SMA,21 SMA,22 SMA,23 SMA,24 SMA,25 SMA,26 SMA,27 SMA,28 SMA,29 SMA,30 SMA,31 SMA,32 SMA,33 SMA,34 SMA,35 SMA,36 SMA,37 SMA,38 SMA,39 SMA,40 SMA,41 SMA,42 SMA,43 SMA,44 SMA,45 SMA,46 SMA,47 SMA,48 SMA,49 SMA,50 SMA
2021-03-11,0.314,0.59,0.3871,0.4243,226442305.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-12,0.3924,0.5376,0.4249,0.4149,399949092.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,0.4097,0.4694,0.4146,0.4249,173058984.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-14,0.3727,0.4385,0.4263,0.3812,118930211.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-15,0.3781,0.43,0.3812,0.3909,115608670.0,0.40724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-16,0.348,0.3963,0.3917,0.3746,107185915.8,0.3973,0.4018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-17,0.3709,0.427,0.3735,0.4003,137536451.0,0.39438,0.3978,0.4015857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-18,0.3845,0.4378,0.4015,0.3893,106105992.1,0.38726,0.39353333333333335,0.39658571428571426,0.40005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-19,0.3737,0.4246,0.3896,0.4094,78726423.8,0.39289999999999997,0.39094999999999996,0.3958,0.39818749999999997,0.4010888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,0.3825,0.4195,0.4094,0.3837,52078388.0,0.39146000000000003,0.39136666666666664,0.3899142857142857,0.3942875,0.39657777777777775,0.39935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-21,0.3646,0.4006,0.3837,0.3809,64138294.8,0.39272,0.3897,0.3898714285714286,0.3887875,0.39280000000000004,0.39501,0.39767272727272723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-22,0.3221,0.3845,0.3801,0.3456,72887659.8,0.38178,0.38486666666666663,0.38339999999999996,0.3843375,0.3839888888888889,0.38808,0.3905181818181818,0.3933333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
