Date,Low,High,Open,Close,Volume,5 SMA,6 SMA,7 SMA,8 SMA,9 SMA,10 SMA,11 SMA,12 SMA,13 SMA,14 SMA,15 SMA,16 SMA,17 SMA,18 SMA,19 SMA,20 SMA,21 SMA,22 SMA,23 SMA,24 SMA,25 SMA,26 SMA,27 SMA,28 SMA,29 SMA,30 SMA,31 SMA,32 SMA,33 SMA,34 SMA,35 SMA,36 SMA,37 SMA,38 SMA,39 SMA,40 SMA,41 SMA,42 SMA,43 SMA,44 SMA,45 SMA,46 SMA,47 SMA,48 SMA,49 SMA,50 SMA
2021-06-03,0.3779,0.4875,0.4875,0.4015,190111721.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-04,0.35,0.4039,0.4015,0.3769,570165109.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-05,0.3598,0.3948,0.3769,0.3718,221827648.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-06,0.3669,0.3774,0.3718,0.3717,125063397.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-07,0.3274,0.38,0.3719,0.3315,205450202.3,0.37068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-08,0.2959,0.3422,0.3317,0.3264,287575509.5,0.35566000000000003,0.3633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-09,0.3125,0.3548,0.3264,0.3436,197780888.9,0.34900000000000003,0.35365,0.3604857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-10,0.3228,0.3455,0.3437,0.3261,144170835.3,0.33986,0.34518333333333334,0.3497142857142857,0.3561875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-11,0.311,0.3343,0.3262,0.3189,132298372.1,0.32930000000000004,0.3363666666666667,0.34142857142857147,0.3458625,0.35204444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-12,0.3011,0.3192,0.3189,0.3121,94733927.0,0.32542,0.32643333333333335,0.33290000000000003,0.3377625,0.34211111111111114,0.34805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-13,0.3077,0.3306,0.3123,0.3243,73923729.4,0.325,0.3252333333333333,0.32612857142857143,0.33182500000000004,0.3362666666666667,0.34033,0.3458909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-14,0.3196,0.3377,0.3243,0.3276,93716865.3,0.3218,0.3254333333333333,0.32557142857142857,0.3263125,0.33135555555555557,0.33540000000000003,0.3391727272727273,0.3443666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-15,0.3165,0.3307,0.3277,0.3204,83817626.3,0.32066,0.32156666666666667,0.3247142857142857,0.324925,0.3256555555555556,0.33026,0.3340363636363637,0.33760833333333334,0.34252307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-16,0.3051,0.3213,0.3204,0.3077,82167983.9,0.31842,0.3185,0.31958571428571425,0.32258749999999997,0.3230111111111111,0.32386,0.3282090909090909,0.33184166666666665,0.3353076923076923,0.34003571428571433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
