Date,Low,High,Open,Close,Volume,5 SMA,6 SMA,7 SMA,8 SMA,9 SMA,10 SMA,11 SMA,12 SMA,13 SMA,14 SMA,15 SMA,16 SMA,17 SMA,18 SMA,19 SMA,20 SMA,21 SMA,22 SMA,23 SMA,24 SMA,25 SMA,26 SMA,27 SMA,28 SMA,29 SMA,30 SMA,31 SMA,32 SMA,33 SMA,34 SMA,35 SMA,36 SMA,37 SMA,38 SMA,39 SMA,40 SMA,41 SMA,42 SMA,43 SMA,44 SMA,45 SMA,46 SMA,47 SMA,48 SMA,49 SMA,50 SMA
2020-01-01,0.1908,0.1949,0.1923,0.1925,12350446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,0.1846,0.1925,0.1922,0.1872,18833201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,0.1842,0.1938,0.187,0.1931,25773976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-04,0.191,0.1936,0.1931,0.193,9747988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-05,0.1929,0.1974,0.1929,0.1946,12819843.0,0.19208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,0.1942,0.224,0.1945,0.2234,57374820.0,0.19826,0.1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07,0.207,0.2257,0.2234,0.2137,47044434.0,0.20356000000000002,0.20083333333333334,0.19964285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,0.2028,0.2187,0.2138,0.2073,44590795.0,0.2064,0.2041833333333333,0.20175714285714288,0.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,0.201,0.2087,0.2074,0.2036,27319450.0,0.20851999999999998,0.2059333333333333,0.2041,0.20198750000000001,0.20093333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,0.2,0.213,0.2038,0.213,33912788.0,0.2122,0.20926666666666668,0.20694285714285715,0.20521250000000002,0.20321111111111112,0.20214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-11,0.2084,0.2199,0.213,0.2119,30920815.0,0.20990000000000003,0.21214999999999998,0.20964285714285716,0.2075625,0.20595555555555556,0.20407999999999998,0.20302727272727272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-12,0.21,0.217,0.2119,0.2154,18393811.0,0.21024000000000004,0.21081666666666665,0.21261428571428573,0.2103625,0.20843333333333336,0.2069,0.20510909090909094,0.20405833333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,0.2096,0.2158,0.2155,0.2116,19287862.0,0.2111,0.21046666666666666,0.21092857142857144,0.21248750000000002,0.21050000000000002,0.20875,0.2073272727272727,0.20565,0.20463846153846152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,0.2115,0.2462,0.2115,0.235,91002053.0,0.21738,0.21508333333333332,0.21397142857142856,0.2139375,0.2149888888888889,0.21295000000000003,0.21113636363636365,0.20963333333333334,0.20790769230769232,0.20680714285714288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15,0.226,0.2437,0.2349,0.2335,60148015.0,0.22148000000000004,0.22006666666666663,0.21771428571428572,0.2164125,0.21611111111111111,0.21684,0.21481818181818182,0.213,0.21146923076923077,0.2097357142857143,0.20858666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16,0.2211,0.2348,0.2335,0.2287,46248524.0,0.22484,0.22268333333333334,0.2213,0.2190875,0.21777777777777776,0.21737,0.21791818181818182,0.215975,0.2142076923076923,0.21269999999999997,0.211,0.20984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-17,0.2264,0.2442,0.2288,0.2386,63242169.0,0.22948,0.22713333333333333,0.22495714285714286,0.2234625,0.22125555555555557,0.21986,0.21929999999999997,0.21964166666666665,0.2177153846153846,0.21595,0.21442666666666665,0.212725,0.21153529411764704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-18,0.2314,0.2559,0.2388,0.2433,55222470.0,0.23582,0.23178333333333334,0.22944285714285712,0.22724999999999998,0.22566666666666668,0.22346,0.2219909090909091,0.22129999999999997,0.22146153846153846,0.21954285714285712,0.21777333333333332,0.21623124999999999,0.2145235294117647,0.2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-19,0.2268,0.2517,0.2434,0.2356,44927222.0,0.23593999999999998,0.23578333333333334,0.2323285714285714,0.2302125,0.22817777777777776,0.22666,0.22456363636363638,0.22312500000000002,0.2224,0.2224714285714286,0.22061333333333336,0.2188875,0.21737058823529412,0.21569444444444447,0.21447368421052632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-20,0.2235,0.2363,0.2357,0.2328,32848901.0,0.2358,0.23541666666666664,0.23535714285714285,0.2323875,0.2305,0.22864,0.22721818181818182,0.22524999999999998,0.22386923076923076,0.22314285714285712,0.22316,0.221375,0.21970588235294117,0.21822777777777777,0.21659473684210528,0.21539000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-21,0.2294,0.2416,0.2328,0.2369,31071525.0,0.23744,0.23598333333333332,0.23562857142857144,0.23554999999999998,0.2328888888888889,0.23114000000000004,0.22939090909090912,0.228025,0.22614615384615386,0.22480000000000003,0.22406,0.22401875000000002,0.22228823529411765,0.2206611111111111,0.21921052631578947,0.21761,0.2164142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-22,0.2319,0.2395,0.2371,0.2368,19256773.0,0.23708,0.2373333333333333,0.2361,0.235775,0.2356888888888889,0.23328,0.23165454545454545,0.23000833333333334,0.22869999999999996,0.22690714285714284,0.2256,0.22485624999999998,0.2247705882352941,0.22309444444444443,0.2215105263157895,0.22009000000000004,0.21852380952380954,0.2173409090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23,0.2204,0.2368,0.2368,0.2254,33153482.0,0.23349999999999999,0.23513333333333333,0.23562857142857144,0.23476249999999999,0.23462222222222223,0.23466,0.23256363636363633,0.23113333333333333,0.22965384615384615,0.2284642857142857,0.22680666666666666,0.2255875,0.22488823529411764,0.22480555555555556,0.22321578947368423,0.22170499999999999,0.22034285714285715,0.21883636363636363,0.21769130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-24,0.213,0.2258,0.2254,0.2221,38498223.0,0.23079999999999998,0.2316,0.23327142857142857,0.23393750000000002,0.23335555555555557,0.23337,0.23351818181818185,0.23169166666666666,0.23043846153846156,0.22911428571428574,0.22804000000000002,0.2265125,0.22538235294117648,0.2247333333333333,0.22466315789473684,0.22316000000000003,0.22172380952380952,0.2204227272727273,0.21897826086956523,0.217875,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-25,0.216,0.2223,0.2219,0.2191,15916670.0,0.22806,0.22885,0.22981428571428572,0.23149999999999998,0.2322888888888889,0.23193000000000003,0.23207272727272726,0.2323166666666667,0.23072307692307692,0.22962857142857146,0.2284466666666667,0.22748125000000002,0.2260764705882353,0.22503333333333334,0.22443684210526318,0.224385,0.2229666666666667,0.22160454545454547,0.22036521739130438,0.21898333333333334,0.217924,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-26,0.2177,0.2319,0.2188,0.2308,17681285.0,0.22683999999999999,0.22851666666666667,0.22912857142857143,0.22993750000000002,0.2314222222222222,0.23214,0.23182727272727274,0.23196666666666665,0.23220000000000002,0.23072857142857142,0.22970666666666667,0.22859375,0.2276764705882353,0.22633888888888887,0.22533684210526314,0.22475499999999998,0.22469047619047616,0.22332272727272728,0.22200434782608694,0.2208,0.21945599999999998,0.21841923076923075,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27,0.2259,0.2335,0.231,0.2304,24156568.0,0.22556000000000004,0.2274333333333333,0.2287857142857143,0.2292875,0.2299888888888889,0.23132000000000003,0.23198181818181818,0.23170833333333332,0.23184615384615384,0.23207142857142857,0.23070666666666667,0.22975,0.22870000000000001,0.2278277777777778,0.22655263157894737,0.22559,0.22502380952380954,0.22495,0.22363043478260872,0.22235416666666666,0.22118400000000002,0.21987692307692308,0.21886296296296295,,,,,,,,,,,,,,,,,,,,,,,
2020-01-28,0.2304,0.2411,0.2306,0.2399,32189648.0,0.22846000000000002,0.22795,0.22921428571428573,0.230175,0.2304666666666667,0.23098000000000002,0.2321,0.23264166666666666,0.23233846153846155,0.23242142857142856,0.23259333333333335,0.23128125,0.23034705882352943,0.22932222222222226,0.22846315789473684,0.22721999999999998,0.22627142857142854,0.22570000000000004,0.22560000000000002,0.22430833333333333,0.22305599999999998,0.22190384615384617,0.22061851851851852,0.21961428571428573,,,,,,,,,,,,,,,,,,,,,,
2020-01-29,0.2337,0.2418,0.2394,0.2351,33015643.0,0.23106,0.22956666666666667,0.22897142857142858,0.22995000000000002,0.2307222222222222,0.23093,0.23135454545454548,0.23235000000000003,0.23283076923076923,0.2325357142857143,0.2326,0.23275,0.23150588235294117,0.2306111111111111,0.22962631578947368,0.228795,0.22759523809523807,0.22667272727272725,0.2261086956521739,0.2259958333333333,0.22474,0.22351923076923075,0.2223925925925926,0.22113571428571427,0.22014827586206895,,,,,,,,,,,,,,,,,,,,,
